Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
CDNS,"Cadence Design Systems, Inc.",100.23,$27.98B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cdns,
CDZI,"Cadiz, Inc.",10.47,$364.32M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cdzi,
CZR,Caesars Entertainment Corporation,12.42,$8.5B,2012,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/czr,
CSTE,Caesarstone Ltd.,11.63,$400.08M,2012,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cste,
CLBS,"Caladrius Biosciences, Inc.",2.58,$40.12M,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/clbs,
CHY,Calamos Convertible and High Income Fund,11.53,$844.58M,2003,n/a,n/a,https://old.nasdaq.com/symbol/chy,
CHI,Calamos Convertible Opportunities and Income Fund,10.9,$773.07M,2002,n/a,n/a,https://old.nasdaq.com/symbol/chi,
CCD,Calamos Dynamic Convertible & Income Fund,21.88,$535.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccd,
CHW,Calamos Global Dynamic Income Fund,7.57,$449.25M,2007,n/a,n/a,https://old.nasdaq.com/symbol/chw,
CGO,Calamos Global Total Return Fund,12.15,$107.12M,2005,n/a,n/a,https://old.nasdaq.com/symbol/cgo,
CSQ,Calamos Strategic Total Return Fund,13.09,$2.03B,2004,n/a,n/a,https://old.nasdaq.com/symbol/csq,
CAMP,CalAmp Corp.,7.59,$260.83M,1983,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/camp,
CVGW,"Calavo Growers, Inc.",61.01,$1.08B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/cvgw,
CALB,California BanCorp,13.07,$106.3M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/calb,
CALA,"Calithera Biosciences, Inc.",5.345,$376.52M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cala,
CALT,Calliditas Therapeutics AB,23.76,$569.51M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/calt,
CALM,"Cal-Maine Foods, Inc.",44.22,$2.16B,1996,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/calm,
CLMT,"Calumet Specialty Products Partners, L.P.",2.68,$208.92M,2006,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/clmt,
CLXT,"Calyxt, Inc.",4.48,$148.02M,2017,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/clxt,
CMBM,Cambium Networks Corporation,11.25,$288.95M,2019,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/cmbm,
CATC,Cambridge Bancorp,54.48,$378.09M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/catc,
CAC,Camden National Corporation,33.81,$505.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cac,
CAMT,Camtek Ltd.,13.5,$522.75M,2000,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/camt,
CAN,Canaan Inc.,1.92,$300.82M,2019,Technology,Semiconductors,https://old.nasdaq.com/symbol/can,
CSIQ,Canadian Solar Inc.,23.43,$1.38B,2006,Technology,Semiconductors,https://old.nasdaq.com/symbol/csiq,
CGIX,"Cancer Genetics, Inc.",3.22,$7.28M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cgix,
CPHC,Canterbury Park Holding Corporation,10.28,$48.26M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/cphc,
CBNK,"Capital Bancorp, Inc.",10.7,$147.9M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/cbnk,
CCBG,Capital City Bank Group,18.98,$319.09M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ccbg,
CPLP,Capital Product Partners L.P.,8.21,$149.24M,2007,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/cplp,
CSWC,Capital Southwest Corporation,13.71,$246.75M,n/a,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/cswc,
CPTA,Capitala Finance Corp.,2.53,$41.15M,2013,n/a,n/a,https://old.nasdaq.com/symbol/cpta,
CFFN,"Capitol Federal Financial, Inc.",10.255,$1.45B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cffn,
CAPR,"Capricor Therapeutics, Inc.",5.32,$75.88M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/capr,
CSTR,"CapStar Financial Holdings, Inc.",11.12,$243.99M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/cstr,
CPST,Capstone Turbine Corporation,3.41,$37.46M,2000,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cpst,
CARA,"Cara Therapeutics, Inc.",17.76,$831.1M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cara,
CRDF,"Cardiff Oncology, Inc.",4.53,$90.46M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/crdf,
CSII,"Cardiovascular Systems, Inc.",30.59,$1.21B,1981,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/csii,
CDLX,"Cardlytics, Inc.",77.49,$2.09B,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/cdlx,
CATM,Cardtronics plc,23.12,$1.03B,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/catm,
CDNA,"CareDx, Inc.",35.18,$1.72B,2014,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cdna,
CTRE,"CareTrust REIT, Inc.",17.1,$1.64B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ctre,
CARG,"CarGurus, Inc.",24.38,$2.75B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/carg,
TAST,"Carrols Restaurant Group, Inc.",5,$263.62M,2006,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/tast,
CARE,Carter Bank & Trust,7.21,$190.23M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/care,
CARV,"Carver Bancorp, Inc.",6.23,$23.05M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/carv,
CASA,"Casa Systems, Inc.",4.55,$377.83M,2017,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/casa,
CWST,"Casella Waste Systems, Inc.",54.35,$2.63B,1997,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/cwst,
CASY,"Caseys General Stores, Inc.",161.89,$5.97B,1983,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/casy,
CASI,"CASI Pharmaceuticals, Inc.",2.27,$229.08M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/casi,
CASS,"Cass Information Systems, Inc",38.66,$557.54M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cass,
SAVA,"Cassava Sciences, Inc.",3.3,$81.77M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sava,
CSTL,"Castle Biosciences, Inc.",42.99,$845.19M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cstl,
CTRM,Castor Maritime Inc.,0.2485,$17.51M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ctrm,
CATB,"Catabasis Pharmaceuticals, Inc.",6.57,$117.58M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/catb,
CBIO,"Catalyst Biosciences, Inc. ",5.96,$131.42M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cbio,
CPRX,"Catalyst Pharmaceuticals, Inc.",5.01,$518.11M,2006,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cprx,
CATY,Cathay General Bancorp,24.58,$1.96B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/caty,
CVCO,"Cavco Industries, Inc.",189.14,$1.74B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/cvco,
CBFV,"CB Financial Services, Inc.",18.47,$99.62M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cbfv,
CBAT,"CBAK Energy Technology, Inc.",0.91,$58.76M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cbat,
CBMB,"CBM Bancorp, Inc.",11.81,$45.39M,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cbmb,
CBOE,"Cboe Global Markets, Inc.",92.66,$10.36B,2010,n/a,n/a,https://old.nasdaq.com/symbol/cboe,
CBTX,"CBTX, Inc.",17.43,$434.86M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/cbtx,
CDK,"CDK Global, Inc.",43.07,$5.23B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cdk,
CDW,CDW Corporation,118.51,$16.87B,2013,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/cdw,
CECE,CECO Environmental Corp.,6.83,$241.74M,n/a,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/cece,
CELC,Celcuity Inc.,5.655,$58.1M,2017,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/celc,
CLDX,"Celldex Therapeutics, Inc.",12.01,$466.32M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/cldx,
APOP,Cellect Biotechnology Ltd.,3.2,$10.8M,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apop,
CLRB,"Cellectar Biosciences, Inc.",1.47,$35.28M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clrb,
CLLS,Cellectis S.A.,17.07,$724.89M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/clls,
CBMG,"Cellular Biomedicine Group, Inc.",16.14,$312.98M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cbmg,
CLSN,Celsion Corporation,1.11,$36.87M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clsn,
CELH,"Celsius Holdings, Inc.",14.36,$996.44M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/celh,
CYAD,Celyad SA,10.53,$146.81M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cyad,
CETX,Cemtrex Inc.,1.67,$26.83M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/cetx,
CDEV,"Centennial Resource Development, Inc.",0.83,$229.98M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cdev,
CNTG,Centogene N.V.,12.01,$238.53M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cntg,
CETV,Central European Media Enterprises Ltd.,3.86,$981.59M,1994,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/cetv,
CFBK,Central Federal Corporation,10.1012,$66.44M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cfbk,
CENT,Central Garden & Pet Company,37.13,$2.03B,1993,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/cent,
CENTA,Central Garden & Pet Company,34.16,$1.87B,n/a,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/centa,
CVCY,Central Valley Community Bancorp,14.13,$176.28M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cvcy,
CENX,Century Aluminum Company,7.73,$691.53M,1996,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/cenx,
CNBKA,"Century Bancorp, Inc.",76.5,$425.95M,1987,Finance,Major Banks,https://old.nasdaq.com/symbol/cnbka,
CNTY,"Century Casinos, Inc.",3.72,$110.02M,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/cnty,
CRNT,Ceragon Networks Ltd.,2.42,$196.35M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/crnt,
CERC,Cerecor Inc.,2.75,$209.12M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cerc,
CRNC,Cerence Inc.,37.63,$1.37B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/crnc,
CERN,Cerner Corporation,71.26,$21.69B,1986,Technology,EDP Services,https://old.nasdaq.com/symbol/cern,
CERS,Cerus Corporation,6.77,$1.11B,1997,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cers,
CEVA,"CEVA, Inc.",38.34,$843.65M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/ceva,
CFFA,CF Finance Acquisition Corp.,11.09,$398.39M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/cffa,
CSBR,"Champions Oncology, Inc.",9.25,$111.45M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/csbr,
CHNG,Change Healthcare Inc.,10.81,$3.28B,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/chng,
CTHR,Charles & Colvard Ltd.,0.7025,$20.36M,1997,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/cthr,
GTLS,"Chart Industries, Inc.",53.5,$1.92B,2006,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/gtls,
CHTR,"Charter Communications, Inc.",564.66,$116.58B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/chtr,
CHKP,Check Point Software Technologies Ltd.,120.85,$16.94B,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/chkp,
CHEK,Check-Cap Ltd.,0.68,$20.52M,2015,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/chek,
CKPT,"Checkpoint Therapeutics, Inc.",2.235,$123.06M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ckpt,
CEMI,"Chembio Diagnostics, Inc.",5,$100.84M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cemi,
CCXI,"ChemoCentryx, Inc.",54.9,$3.72B,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ccxi,
CHMG,Chemung Financial Corp,24.83,$119.86M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/chmg,
CHFS,"CHF Solutions, Inc.",0.5872,$23.14M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/chfs,
CHMA,"Chiasma, Inc.",4.875,$206.04M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/chma,
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",9.36,$112.39M,2017,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/csse,
PLCE,"Children&#39;s Place, Inc. (The)",32.205,$469.73M,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/plce,
CMRX,"Chimerix, Inc.",3.72,$230.38M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cmrx,
CAAS,"China Automotive Systems, Inc.",2.98,$96.37M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/caas,
CBPO,"China Biologic Products Holdings, Inc.",107.43,$4.13B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cbpo,
CCCL,"China Ceramics Co., Ltd.",0.79,$7.22M,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cccl,
CCRC,"China Customer Relations Centers, Inc.",4.82,$88.35M,2015,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ccrc,
JRJC,China Finance Online Co. Limited,13.75,$33.58M,2004,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jrjc,
HGSH,"China HGS Real Estate, Inc.",0.7751,$34.92M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/hgsh,
CIH,China Index Holdings Limited,2.13,$191.15M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/cih,
CJJD,"China Jo-Jo Drugstores, Inc.",1.35,$51.25M,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/cjjd,
CLEU,China Liberal Education Holdings Limited,4.49,$28.44M,2020,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/cleu,
CHNR,"China Natural Resources, Inc.",1.18,$29.39M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/chnr,
CREG,China Recycling Energy Corporation,2.74,$6.83M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/creg,
SXTC,"China SXT Pharmaceuticals, Inc.",0.4336,$12.02M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sxtc,
CXDC,China XD Plastics Company Limited,1.16,$77.66M,n/a,Capital Goods,Containers/Packaging,https://old.nasdaq.com/symbol/cxdc,
PLIN,"China Xiangtai Food Co., Ltd.",1.34,$32.02M,2019,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/plin,
CNET,"ChinaNet Online Holdings, Inc.",1.28,$27.77M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/cnet,
IMOS,ChipMOS TECHNOLOGIES INC.,21,$763.6M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/imos,
COFS,"ChoiceOne Financial Services, Inc.",28.29,$220.03M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cofs,
CHPM,CHP Merger Corp.,10.51,$394.13M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/chpm,
CDXC,ChromaDex Corporation,5.19,$319.07M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cdxc,
CHDN,"Churchill Downs, Incorporated",135.97,$5.36B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/chdn,
CHUY,"Chuy&#39;s Holdings, Inc.",14.04,$276.39M,2012,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/chuy,
CDTX,"Cidara Therapeutics, Inc.",3.83,$157.47M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cdtx,
CIIC,CIIG Merger Corp.,10.25,$331.52M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ciic,
CMCT,CIM Commercial Trust Corporation,11.51,$170.66M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cmct,
CMPR,Cimpress PLC,83.46,$2.16B,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/cmpr,
CNNB,"Cincinnati Bancorp, Inc.",9.1972,$27.37M,2020,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cnnb,
CINF,Cincinnati Financial Corporation,76.66,$12.33B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cinf,
CIDM,Cinedigm Corp,1.84,$190.06M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/cidm,
CTAS,Cintas Corporation,280.06,$29.14B,1983,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ctas,
CRUS,"Cirrus Logic, Inc.",66.745,$3.9B,1989,Technology,Semiconductors,https://old.nasdaq.com/symbol/crus,
CSCO,"Cisco Systems, Inc.",46.75,$197.39B,1990,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/csco,
CTRN,"Citi Trends, Inc.",16.91,$179.53M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/ctrn,
CTXR,"Citius Pharmaceuticals, Inc.",1.475,$66.65M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ctxr,
CZNC,Citizens & Northern Corp,18.53,$298.41M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cznc,
CZWI,"Citizens Community Bancorp, Inc.",6.7722,$75.51M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/czwi,
CIZN,Citizens Holding Company,21.38,$119.52M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cizn,
CTXS,"Citrix Systems, Inc.",155.83,$19.24B,1995,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ctxs,
CHCO,City Holding Company,63.3,$1.02B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/chco,
CIVB,"Civista Bancshares, Inc. ",14.29,$229.19M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/civb,
CLAR,Clarus Corporation,11.36,$338.86M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/clar,
CLNE,Clean Energy Fuels Corp.,2.48,$498.3M,2007,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/clne,
CLSK,"CleanSpark, Inc.",4.18,$41.23M,n/a,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/clsk,
CLFD,"Clearfield, Inc.",13.77,$187.65M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/clfd,
CLRO,"ClearOne, Inc.",2.88,$47.95M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/clro,
CLPT,ClearPoint Neuro Inc.,4.82,$74.75M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/clpt,
CLSD,"Clearside Biomedical, Inc.",1.89,$102.65M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clsd,
CLIR,ClearSign Technologies Corporation,2.25,$60.1M,2012,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/clir,
CBLI,"Cleveland BioLabs, Inc.",2.71,$35.01M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/cbli,
CLVS,"Clovis Oncology, Inc.",6.54,$575.46M,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clvs,
CLPS,CLPS Incorporation,2.65,$42.18M,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/clps,
CME,CME Group Inc.,166.62,$59.75B,2002,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/cme,
CCNE,CNB Financial Corporation,16.43,$252.52M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/ccne,
CNSP,"CNS Pharmaceuticals, Inc.",2.05,$33.72M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cnsp,
CCB,Coastal Financial Corporation,14.76,$176.03M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/ccb,
COKE,"Coca-Cola Consolidated, Inc.",230.38,$2.16B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/coke,
COCP,"Cocrystal Pharma, Inc.",1.945,$101.41M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cocp,
CODA,"Coda Octopus Group, Inc.",5.53,$59.46M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/coda,
CCNC,Code Chain New Continent Limited,1.6,$45.62M,2015,Finance,Business Services,https://old.nasdaq.com/symbol/ccnc,
CDXS,"Codexis, Inc.",12.75,$752.49M,2010,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cdxs,
